content,label,type
Great location! Many options to explore. Ocean drive has many restaurants. Long weekends are busy!  Great night!,1,train
"the best way to see Helsinki is by ferry first, take a boat ride to see many of the Islands that make up Helsinki A muts is a visit to senate square where the buildings are beautiful, you can do this by hop on hop off bus",0,train
Even Napoleon thought this to be the most luxurious Living Room or salon in whole Europe and I think we Can all Agree! Gets crowded Sometimes and you Are not allowed to Feed the pidgeons even thou its a big tourist attraction but at least Dont let your kids chase the poor birds! Enjoy and respect the city!,0,train
great picture scene for there is less crowd and many scenery photo shoot opportunities without the crowd. always good to be in healthy physically to climb but slow walk is still possible but avoid the steep climb and the fort climb. with the help of cable car up the initial climb,0,train
"Another must visit during lifetime. Under normal circumstances, a guided tour is probably worth its value regarding exciting historic information. If you read much prior, you may make your own tour. By that, you have the possibility to avoid crowds, during the current virus period. Many will try to sell you tours, and “fast line” before you enter, but you may buy your ticket after the security scanning.",0,train
"This is really a magnificent piazza. The Cathedral and Palace on one end, symmetrical buildings on the other 3 sides and the Campanile make for a wonderful picture taking point and experience.",1,train
Favorite beach in the US! Clean and pristine. I would just avoid during spring break. You won't be disappointed.,0,train
See title! This is a really beautiful building and well worth spending time in. Even the ramps to the higher levels are interesting,1,train
"The pictures don't do this place justice, absolutely stunning especially at night. You need to see it",0,train
"Just a short walk over from Ocean Drive to the Beach, see the miles long white sandy beach that Miami Beach offers. And be sure to check out the Art Deco designed and brightly painted life guard stations standing guard over the beach. They are quite colorful and make great photo opportunities!",0,train
I was expecting the old town to be fantastic - but I would rate it as very good. Maybe a little dirty for my liking.,0,train
"Times have changed here.  Last time I was here was 2018 and it was fun, hopping, energy, good looking people, nice cars, what one would expect from South Beach.  Not anymore!  Not many people, very low class feeling, did not feel safe, most people wearing masks, restaurants have downgraded their use of real plates and silverware, at many places, but still charge very high prices, always including the 18% service charge.  If you like less people and beautiful beaches, this is the time to go, if you desire what Miami, VIP, etc etc, this is not for you!  FYI-$50 fine for not wearing a mask....even in 95 degrees, except at the beach, no one was wearing them.",1,train
"We recommend this place, the price is quite cheap if you take the ticket from square market - like 7 euro?!?!  You need to visit this if you are in Finland!",0,train
Beautiful and clear blue lake looking upon the Swiss mountains covered with snow. Th water is crystal clear and you can see fishes swimming and even the floor at places. There are lot of ferry services that take you t places around the lake that makes us realize the length and breadth of this serene lake.,0,train
One can take boatrides around this lake. Stunning area and wonderful landscape. Very relaxing! And all that right from pretty much downtown,0,train
"I'm a little late in reviewing but here goes... I visited Helsinki for a few hours in October end, on a long stopover. Made the most of the beautiful weather that day and took a ferry to Suomenlinna for a couple of hours. I just wandered around the island, soaking up the views and sunshine. It's a short ferry trip and a lovely place to spend a few hours especially if the weather cooperates. Would love to visit for a longer period next time.",0,train
"Last summer, my friends and I spent a spectacular weekend at Dubai. A must-do activity that was heavily recommended for us was bungee jumping in Burj Khalifa, the tallest tower in the world.  First, we had to wait for over an hour in the long queue. Then, the coach gave us a brief introduction of the activity and explained all the safety precautions that we have to keep in mind. Finally, it was our turn to do the bone-trembling leap.  The jump was probably the most chilling and adrenaline-pumping activity I have done in my life. The feeling of the wind biting at your face as you accelerate toward the ground, just to bounce back at the last second was a thrilling experience.  This is not for the weak of heart. I only recommend this for the most brave and adventure-seeking souls.",1,train
"What more can you say, we took a private car out, cable car up to the wall and we walked from Watchtower 14 to 20 (Quite a climb but we did it in 45 minutes each way and were both 60)  Spectacular",0,train
It was like being in movie. The Square contained so much history and a good variety of eating places.,0,train
Much better than Blue Mosgue. More character. While there were some renovations to one wall the rest is beautiful. Take binoculars to see the Virgin Mary in her detail.,1,train
My review was dated April 2019 at the well established tallest building in the world.  It was a free experience because the kotc company send us here for free after almost we finished dry dock at Dubais world dry dock. I experienced the fastest elevator in the world than can carry you to the124th floor tallest building in the world.  How I wish I will be here for free again. Inshallah... shokran from Philippines.  Bismillah,1,train
"Get a tour with transportation from Beijing, unless you want to explore on your own and walk the length of it - 10, 20, 50 miles. The wall is a testament to human achievement and everyone must see it even if you're in Beijing for a day.",0,train
"This city is a UNESCO site, and no area within it is more interesting to us than this area of water and beam houses. Wander around and soak up the atmosphere. Then, if you are also an amateur photographer, take out you camera and record a few memories. My gear: a DSLR with a zoom lens. No tripod. No extra lens to weigh me down. Every once in a while check your white balance and histograms to make sure all is going well technically. Walk around, keep your eyes on the alert, and grab some fascinating shots.",1,train
"Walking this huge square with your friends, exploring all these wonderful monuments, and feel like a traveler, not a tourist. What else can you ask?",0,train
"We prebooked tickets but was approached by LOADS of people trying to sell us tickets which gave use the hump in the end. We had pre-booked video tickets but the queue was so long to collect them that we went without them. We spent about 45 minutes inside. The stairs are really, really steep. Nice place to see though.",0,train
I would like to say I booked through the Burj Khalifa website directly and purchased the bubble sun down which is the number one booking and highest floor . It was very expensive but it was an amazing time and well worth it. The experience was amazing I have to say. It’s definitely a 100% must do.,1,train
"We visited this section of the wall from recommendations, we went on a beautiful day. The wall was not overcrowded and the views were just amazing. This section of the wall is very long and can be challenging at times, so need to have some fitness. Breathtaking place! A bucket list must.",0,train
Visted this site on the skip the line ticket. Still found the visit rushed and felt herded like cattle. When we got to the top there was not even a bar or place to sit down at all. The staff are surly and the extra paid for the ticket was not worth the value. The view at the top was pleasant even though you felt like you were constantly being pushed through. Waste of $,0,train
Had a great day at Suomenlinna Fortress. So much history here. Great to see it being restored very interesting place,1,train
"Walking in Hanoi's Old Quarter: The 36 Streets is life as you've never experienced it. Close, densely populated, but teaming with life. There are a multitude of shops here, with wares that are unique.  Street Vendors ply their trade (fruit in the photo) but we also saw food (raw meat, poultry sitting out in the hot sun awaiting purchase), veggies, gorgeous flowers, and signs for 'money exchange, laundry, and motorbikes for rent).  Highly recommended.",1,train
"Very disappointed, I bought tickets from trip advisor in advance as I thought it would be trustworthy however we never got emailed a link with the ticket and on arriving to the colosseum they rejected us although we showed them we had payed and Tripadvisor had confirmed our trip, but the ticket office said that it was not valid. We had to pay again through them , which is not ideal therefore Request a full refund from trip advisor. Wasted so much time and money, very unimpressed.",0,train
"How can I say: stunning at night. During day, good. You should visit this place during dusk and enjoy",0,train
"Beautiful piazza, hurry before its completely under water!  Great stores in the square but be cautious of the foreign vendors.",0,train
"The Suomenlinna Sea Fortress was a fantastic excursion from Helsinki for my family.  To get to Suomenlinna, you need to take a ferry. I recommend using the public HSL ferry as it is more consistent and cheaper (only a 15min ride too).  Once there, Suomenlinna has peaceful sea views, lots of history and a myriad of food options.  Bottom Line: Suomenlinna is absolutely worthwhile to visit while in Helsinki and is worth about 2-3hrs.",0,train
"We spent a day on the island during our visit to Helsinki. Lovely small island, easy to walk around and with several cafes to stop in. Only a 15 minute ferry ride from Helsinki.",0,train
Enjoyed going to the beach in January. The sand wasn't as soft as other beaches. The seagulls were relentless when I pulled out my lunch. But the water was clean. Waves were calm.,1,train
"Nice part of the city and definitely worth a visit.  very quaint, nice restaurants and shops. Enjoy a little escapism into olden days of French city living.",1,train
Every corner of the district you turn to a new visual feast. Read all the signs and info of the history or do the free Happy Tour at 5.00pm each day. You can also go on the cruise but I think you will find it very interesting to walk,1,train
Haghia Sophia is located in sultanahmet square next to the Sultanahmet mosque (Blue mosque). Both are huge and beautiful looking buildings with lots of historical memories. I would recommend you to visit these places with a guide to get more information about these beauties of Istanbul.,0,train
"No trip to Beijing would be complete without a Great Wall tour. We came to this point because I’m pregnant and we wanted to take the cable car and not walking too much. We were lucky because wasn’t too crowded and the weather was nice however we had to wait in lines quite long time and there are some points overcrowded, it’s very difficult to walk or even move. In general I would recommend to come early and to choose an specific day to really enjoy or being able to take nice pictures!",0,train
"We arrived very early at the airport from Manchester, so prebooked a 3B taxi to the Wall.  We were there as it opened, and there were maybe four other people there.  We had a good couple of hours to explore and get amazing photos, whilst it was empty and cool.  As we were leaving tour buses had started arriving.  It is still a quieter section of wall than some others and even at the end it was not 'heaving'.  Our son enjoyed the toboggan down from the wall as a bonus.",1,train
This was definitely one of the highlights of our trip.  We got amazing pictures with no one else in the background because there were so few people at this location.  Great climbing opportunities and different difficulties offered at this location.  This is the site to visit if you want to see the Great Wall.,0,train
"everything you expect Florida vacation to be- sun, beach, party- animals, conspicuous consumption and frivolity.  Excellent beach that is well maintained and inviting. Board walk is one of the best and extends for miles. Watch excellent sun-rises and plenty of photo ops.  Do a slo-mo with sea gulls (they need a bribe of bread or food to stay with you) - they seem to hang in the air above you waiting for you to throw some food in the air (they would even take it from your hand after a while)",1,train
"tahe the lift for the visitor, pay attention at floor 70th,  your ears pop, take the lift during the sunset you are still in the light and you can see the lights on the ground that light up as the panorama around you gets dark. afterwards, it is a show of colors while everything becomes surreal",0,train
"They are two different views when arriving at this place. the first impression is on the outside of the construction, the human hand is capable of creating things that exceed its capabilities, and the second impression is on the inside of the construction, the detail and diverse environments that had the precept of entertainment and tribute, the I was truly fascinated and with many doubts when visiting this architectural monument, it is an unmissable place when you arrive in Rome ....",0,train
If you are traveling in Dubai then this is a must see spot as this is the tallest building in the world and it's really interesting to see. If you are into architectural photography then this place is ideal as well.,1,train
Excellent time. Great food. And great shopping so much to do here. And beautiful sites to see. Have to come to bayside mall. Great food. Great shopping and Souvenirs. Wonderful sites to to pictures and memoirs to last forever.,0,train
"If you are going to stay in Hanoi this is the place to do it. Close to markets, food, restaurants, and the Hanoi Hilton.",1,train
Wow what an amazing place to visit. We had a guided tour and due to covid no ques at all. A must when in Rome,0,train
"We decided to leave the rain and cool temperatures in Atlanta and basked in the warm sunshine of South Beach. A great decision.  We stayed at the Marriott Stanton. A nice place right on the beach. The only draw back to this hotel is it’s pool bar. It is not a tiki bar and should be. The wait staff at the pool bar is just okay.  We ate at Monty’s, Joe’s Stone Crab, Pink Pig and a few other places along South Beach. Monty’s was disappointing but the rest were good. Especially Joe’s, that was fantastic.  We will be going back to South Beach again next February.",1,train
When in Strasbourg take the time to walk over to the area known as Petite France. The half-timber houses and small shops all add to the wonderful ambiance of this area. Several shops featuring Alsatian products are located along the cobble stone streets. St. Thomas Protestant Church is also located here and is a beautiful example of Gothis architecture. There is no entrance fees to walk through this area but do so during the daytime since many of the shops close at 7PM.,0,train
"We had a walking tour of the Old Quarter and French quarter really good, impressive architecture amazingly clean and we felt very safe here. Walked out at night no problems at all.",1,train
"We had a great time in Suomenlinna. The ferry ride gave us a good chance to see Helsinki from a distance, and the islands themselves were absolutely amazing! We spent hours walking around and taking pictures, as well as having a nice picnic. Overall a must see place for any tourist, definitely something you're unlikely to see anywhere else!",0,train
"One of the best places to be in Miami. Great people, great beautifull cars driving around, nice bars and everywhere great service. Not cheap.... all very expensive.",0,train
"We saw this beautiful part of town from our boat tour and got an explanation of its history, which was quite interesting. We then walked to it and walked around. It is so charming, colorful and picturesque. It has cute shops and restaurants and buildings. The architecture is simply lovely. Well worth a visit.",1,train
"Burj Khalifa is the magnificent, tallest structure in the world. It was an amazing experience to go to the top of the world's tallest building. The view from the balcony is amazing  Aura was beautiful and lively at the fountain, right in front of the building. Amazing views of Dubai from the top. It’s amazing how the lift takes you to the top in quick seconds. Like they’ve quoted literally “from the earth to the sky”.  The best time to visit is in the evening mainly sunset time, because the lighting makes the place look more beautiful...  Do not miss going on its observation floors.  MOST IMPORTANT: 1) Don't miss taking an online ticket otherwise, you would be charged a very high price ticket.  2) It would be good to be mentally prepared for long queues for going up and likewise while coming down. It is cumbersome like all ""waits"", however, do not miss going up.  3)Do not forget to enjoy Dubai Mall Aquarium and Dubai Fountains that are adjacent. Summary you can spend a whole day here. Dubai Mall Metro station is connected via a bridge, the walk is about 1 km through the bridge.",1,train
"Hagia Sophia means, Holy Wisdom and it was built at 6th century with the order of emperor Justinian by the Architects Isidorus of Miletos and Anthiemus of Tralles. It is the third church built in the same area and served as a cathedral for about 900 hundred years from 6th until to 15 the century. In 1453 after Ottomans conquered Constantinople it was converted to a mosque and served as a mosque for about 480 years until 1935. In 1935 it was converted to museum with the decision of the president and founder of Turkish Republic Atatürk and served as a museum for 85 years until July 2020. Then was converted back to mosque in July 2020 and serving as a mosque so it is possible to visit it after prayers but unfortunately not possible to see amazing Byzintine mosaics couse these mosaics were covered with curtains couse it's against Islam. So Hagia Sophia is an great work of Architecture, result of amazing mathmetical and engineering knowledge of Romans, a very important inspiration for the world, a revolution in the architecture!",0,train
"It was afternoon trip. We enjoyed the walk around the fortress and used our map to explore. It's definitely worth doing if you're in the city for over 4 days. If you are in the city for less than 4 days, I think you'll find other things more enjoyable.",0,train
I honestly didn’t know what to expect when I came to Vietnam but was surprised how everything was put together and how nice this area was... I’m very glad I came to Vietnam it’s special...,0,train
"If you have an opportunity to see the Great Wall, particularly on a layover using the 24-144 transit visa, there is no reason not to see it! To see this Wonder of the World and to understand the sheer architectural feat that it is remains truly incredible and impressive.  The Mutianyu portion of the wall is DEFINITELY less crowded. Per my guide, going in the afternoons (as we did) is optimal, as it is more crowded early in the am. We quite possibly saw no more than about 30-35 different people on the expanse of wall that we traversed - between Towers 6 & 8. We took the Chair Lift up and the toboggan down (so much fun!) - which I would encourage. You can also take a separate lift up to the higher towers, but would not be able to do the toboggan which is only located near gate 6.  Warning for people with knee issues - while some of the steps are not super steep, they are uneven - with some shallow and some steeper steps, which may make things more complicated with some of the inclines.",1,train
"I got my great wall trip nearly perfect! Checked out from my central Beijing hotel at 9 AM- Chauffeur driven 4-seater was waiting for me and drove me to the Mutianyu section of the wall by 1145 Got combined tickets for the wall entrance , shuttle bus and return cable car journey right at the parking lot for 180 yuan  The shuttle bus takes you to the base after which there is a short steep climb to the cable car. Long queues but they were ticking fast The walk up to the highest point of the wall – Tower 20 I think – is steep but magnificent. It took me about 40 minutes. Hung out there for a bit and descended downTo be at the coffee shop by 2 PM. The driver reached me to the Beijing airport before 4 PM, and served me refreshments during my ride - which made it even better! I booked through the ‘Wild great wall ‘ company and I totally recommend this to anyone who has only half a day in Beijing Being on the wall is a fabulous experience of a lifetime and beats all the other fun touristy things to do inside Beijing! #thewallrocks",1,train
"Spectacular building, not too busy at moment because of covid. So worth going. Few annoying touts outside as usual.",0,train
"Worth the long drive, not to crowded & 2 easy ways to get up & 3 ways to get down. Awesome & very powerful place to see. Especially to think they built this on the top of these mountains back in the 1400’s",0,train
For €2.80 a ferry takes you from Helsinki’s South Harbor to this UNESCO World Heritage site in 15 minutes. Spend the afternoon strolling leisurely as you learn about the capital city’s historic past and then sit in one of its charming cafés to recharge. Take the ferry back just in time to watch the spectacular sunset from the ferry’s outdoor seating area in the upper deck.,0,train
"had a weekend to celebrate my honeymoon and we paid a lot to stay at the signature room, the room was very spacious, although most of the amenities weren't working when we arrived you would expect such hotel to be prepared before hand, engineers spend hours trying to fix the TV and the sound system. Room service was extremely slow and took ages for anything to be sent to the room, very frustrating services.  overall great fountain view, greta access to the restaurants and bars within the building and also connecting bridge to Dubai Mall. which is often convenient.",1,train
"Lots of things happening in this area, can walk the lake, old timers are dancing in the street early morning, lots of people running, walking safely. Many restaurants to choose from",1,train
Lovely relaxing trip. Lots of lovely cafes and nice just to walk around. Worth a visit And not too busy in Mat,0,train
The best view to see dubai i was 14 february a lot of people there but belive me it was awsome when you go up and see the finally view,0,train
"My husband liked this more than me.  He found the water calming, and you can see the mountains in the background which is lovely.  There is a nice walking path around it (I don't know if it goes all the way around, I didn't make it that far).  There were people on paddle boards and peddle boats.  Just a pretty lake.",1,train
The beach was extremely busy on Sunday afternoon. There are rental chairs etc available but my biggest problem is the sand - it is very coarse.,0,train
"Never-ending street scenes and people, motorbikes and cars everywhere. Walk around Hoan Kiem Lake, walk to the large covered  Dong Xuan Market and stroll the side streets. Always bargain and start lower than you expect to pay. Check out the shops on To Tich street, close to Hoan Kiem Lake for souvenirs. Try the local foods at the bigger restaurants  but don't be put off elsewhere by the small chairs and tables along the streets; the food is great and cheap. Eat heaps!",1,train
"I   southbeach is an awesome place, lincoln rd amazing, people amazing  if you live in the beach be glad;",0,train
The town is lovely. Exactly what you expect .  Friendly people. Good food. Notre-Dame Dame is stunning,0,train
"While the museum was closed because it had just become a mosque the previous week, I could feel the holiness of the ground on which I stood before it.",0,train
"Much cheaper than I expected - only €16 per adult. Would recommend booking online beforehand, and go as early as possible in the day. We did the tour without a guide and felt like we didn’t miss out. Simply amazing",0,train
After a morning walk through Lucerne we enjoyed a relaxing cruise on lake Lucerne. This was extremely relaxing even though the weather was very cold. The boat had an extensive inside area so that you could see the beautiful sights from the comfort of the warm cabin and you could also go outside on the top deck if you could brave the weather. There was an informative explanation of the banks and sights to see given by the boat captain. a very pleasant and relaxing way to see the beautiful sights of Lake Lucerne.,0,train
The coliseum really is the most extraordinary thing! There’s so much to learn and it is breathtaking.,0,train
"Very beautiful to see, gigantic and spectacular with the dancing fountains both day and night .. the lights and colors change and make it even more pleasant to look at .. you don't get tired and you want to stay there all day / night.  Not to be missed..",0,train
"Grandeur on a magnificent scale! It’s full of tourists (and pigeons) but a must-see! Admire the scale of the architecture of Piazza San Marco and stop by The Caffe Florian, the oldest cafe in the world (established 1720), for a high tea and cross off another item on your Bucket List!",0,train
"When not uder water, it's a nice visit. You can visit the Basllica di San Marco while touring the Plazza.",0,train
"Do youself a favour and escape the rush of Helsinki to the island of Suomenlinna; an Unesco heritage island with a sea fortress. This place is awesome for a summer evening picnic, a walk in the winter with a coffee or even for a bike road. Though I must say wear good shoes when walking around it as the paths are a bit rough at times. Take your times and explore the spots outside the paths to find unique locations for great photos unlike anywhere else. The only reason for not giving it full stars is the lack of services like toilets, showers etc. Sidenote: they do have unique venues for events and even a brewery as well as the southest beach in Finland.",0,train
Thank you for reopening in time for our visit Post Pandemic The water is incredible and we felt really safe despite all the party crowds,1,train
Took the boat on the lake early morning and the ride was magnificent...the ride was calm and the views along were simply amazing....ride along pass people relaxing in their boats or fishing in the lake...pass homes at the edge of the lake with unobstructed views of the Alps. In the early evening walking along the lake and feed the swans or be a spectator. Eat dinner at one of the quaint restaurants along the lake and stroll back to your hotel via Charles Bridge. MAGNIFICIENT!,1,train
"We had our visit to the colosseum during our four day stay in Rome. As lovers of history but also fanatic Assassin’s Creed players we had to visit this historical landmark. And once we stepped outside the metro exit this colossal building simply arose before us, really impressive. It is a great example of how far evolved Roman culture, technology and design was.",1,train
It’s Piazza San Marco. Says it all. Fresh cool clear evenings. Not busy this time of year. Coffee at Florian is worth it. Just delightful.,0,train
"This is one of the seven wonder that we are looking forward to. However, our experience turned out to be a little disappointed based on our experience. Firstly, the location is not quite accessible via public transport and the public transport it is not foreigners friendly because there is no English sign which one needs to speak/ read Chinese in order to get around. After some research online through some traveller bloggers, we managed to find our ways getting to Mutianyu by public transport. First, take metro to Dongzhimen metro station, then proceed to exit C to public bus station (note that there is no clear sign which you may have to ask around to navigate). At the bus station, take 916快(which means 916Express). Make sure you have the Beijing transport card “易通卡”which works like Octopus Card in London, so that you can tap in and out of the bus. If you pay cash, there will be no change given, so make sure you have small notes. Bus916快 will have indication of the name of next destination, but it’s all in Chinese. You need to alight at bus stop named 怀柔北大街. Then, transfer to a taxi to Mutianyu Great Wall. Try to look for taxi in blue colour which is the local taxi by meter. The taxi ride should cost 40-50yuan. Some taxi driver may ask for 50yuan directly. Do not pay more than 50yuan per ride as that is the maximum standard charge even by meter. The same method to go back, but it can be a hassle to wait for taxi when going back. Take note that some taxi driver will bring you to some touts trying to sell you entrance tickets to Mutianyu Great Wall which we encountered. Just turned down politely and proceed to ticket counter to purchase the entrance tickets. Entrance fee plus shuttle bus to the Mutianyu entrance is 60yuan, cable car ride is 100yuan one way. We took cable car up which reach tower 14, then walked up to tower 23 and return to tower 6 and took toboggan down at 100yuan. It is cheaper to take return ride for cable car or chairlift up and toboggan ride down which cost 120yuan for return trip respectively. Otherwise, the single ride will be 100yuan per ride since both cable car service and chairlift/ toboggan service are run by two different companies. Because we wanted to go up to tower 23 from tower 14 (where the cable car station is located), then walked down to tower 6 to take toboggan down which will cover most of the beautiful sides of Mutianyu. And, toboggan ride was really fun, so make sure you try the ride to end your trip at Mutianyu. It took us 4 hours to complete the trek. Second disappointment was that the whole place is very commercialised with pricey food and drinks. We had brunch at one of the Chinese restaurants named Traditional Beijing Noodle 老北京 (shown in the photo), which the food was terribly salty. Both the stew tofu and wanton soup that we ordered tasted like salted food which we hardly can finish them despite our hunger. The service attitude of the restaurant was very bad too. Before going down by toboggan, we had drinks at one of the drinks stall. Guess what?! A bottle of coke that usually cost 5yuan in Beijing city was charged at 45yuan at the drink stall. It was a blatant daylight robbery!!! Also, there are not many toilets along the trek, even at the drink stall at tower 6, so it’s very challenging for anyone with weak bladder. We visited in early September on a scorching day at 36 degree celcius. Cooler weather may make the trek more pleasant, but will be more crowded too. We Glad that we did it at least once in a life time to witness the extensive architecture of this Seven Wonder, built since 7th BC. Few tips for traveller who wants to explore the Great Wall at Mutianyu: 1) Start early, possibly take the first bus to avoid crowds which you can take many beautiful photos without human/ crowd obstructions. 2) Go during cooler weather, which also means it will be much more crowded. 3) Bring enough drinking water and pack your breakfast/ lunch box to avoid paying a bomb for expensive yet terrible food (refer to the restaurant we went)! 4) Beware of touts trying to sell marked up price tickets, just purchase it from ticket counter. 5) Some fitness level required even this is the most restored part of Great Wall. Do at your own pace, don’t rush. 6) Tobbogan ride is a must to end the trip with a fun ride! 7) If you are looking for more beautiful site (online info) where is less crowded, go to Jin Shan Ling part of Great Wall instead, but it will be further from Beijing about 2 hours car ride.",1,train
"We visited in the off season and the temperatures were cold, something like -5 but no crowds and we were dressed appropriately so worth a trip at this time of year.",0,train
"My first impression of these clear waters was alongside Lucerne’s lake and riverside walking avenues where you can watch the ducks, geese and swans swimming and diving. Use a scheduled ferry to get you to another town along the shores for hiking or sight-seeing. The ferries are open and closed on the top which is  first class ticket purchase. And they run on time, just like the trains! One of our stops was at a swimming beach near Lucerne. But several used the swimming steps closer to the hotel and reported the water to be very refreshing in the August warmth.",1,train
"It was my husband’s and my first visit to Venice and we were plesantly surprised by the beauty of this square. With the beautiful cathedral on one end and surrounded by building on three sides, the sqaure is def worth a visit. Just watch people pass by and time go by. The clock tower is very interesting. The clock shows time in Roman numerals. And there are two bronze men ringing the gong at every hour. A walk from the square along the canal, has some breathtaking views. Though its very crowded, its super to visit",1,train
We had an amazing tine in Hanoi and we loved the excitement of the city. The smells and colours are breath taking and the food is sooo good. The traffic is an event in itself and worth a trip there just to watch it go,0,train
"Great half day trip when the weather is good.  Grabbed sandwiches from the Old Market, stuffed them into the backpack along with the bottle of wine and headed off to the public transit ferry.  Lots of walking so wear comfortable shoes!  A great landmark to see and enjoy.  Find a rock by the water to sit on and have your own picnic!",0,train
"We arrived late afternoon when it was still cloudy and the rain started to came down. We did some feeding to the birds and walked around with Venetian rain boots when they started to unpack what we thought was "" the cat walk "" meantime they new the rain was coming . Everything gets flooded ! You do find a few stalls selling souvenirs and restaurants putting their tables with chairs !",1,train
"Early start again no waiting to get it though it did start to get busier with tours etc. Entrance cost of 72tl around £10 Uk money, well worth it. I was fascinated by the mosaics they have been uncovered from the plaster and they re truly stunning, to imagine the whole building covered in these must have been a sight to behold. The sheer size of this place leaves you feeling in awe of those who designed and built it. Opens 9-5 and shuts on Mondays. Spend 2 hours here lovely place to see and defo on your list of places to visit.",1,train
"Maybe not as well known outside Europe as Paris or Berlin or even Bruges - but Strasbourg is fantastic. Great buildings, winding streets and alleys, shops bars and restaurants. And Petite France is the jewel in the crown. Half timbered buildings. Locks. Canals. Medieval architecture. It’s superb.",1,train
"This place alone is worth a travel to Istanbul. I have no words to describe how impressive it this building is. Not to mention it's rich history. If you are in doubt, go se it yourself.",0,train
"Lovely islands just a short ferry ride away from Helsinki market square. Lots of seagulls and eiders, great nature . Interesting museums, special highlight the submarine Vessiko.",1,train
To walk between Sultan Ahmet and Hagia Sofia during the noon call to prayer was one of the most awe inspiring moments of my life. It literally brought me to tears walking through the doors of Hagia Sofia and then to have my children Stand by me as we prayed the noon prayer was something we will never forget. You felt the history of the building surround you. The cleanliness is a whole other amazing aspect. The detail and care by the government is absolutely inspiring. A must for any muslim or non muslim coming to Turkey.,0,train
It looks nice and majestic with the snow sorrounded it . U will tend to forget it used to be a fortress . It’s better to buy the Helsinki card as u can use it to enter free for the museum. U tend to get lost with the blue and black signage. The blue sign is the exact pathway while the black sign is a bit off the route .i do think they need to label the places as sometimes u pass without Knowing it . But firstly go to the information Ctr and get the map first. It is big yet so little time,0,train
"We took the ferry to the island from Market place. Bought ferry tickets from machines on the market. Fortress is a very big complex so you have to plan half day visit to see most of it.  We also visited military museum. It is interesting, not expensive.  Frozen sea and driving with a ferry is an interesting experience.  It was really windy and cold that day. My advice is to wear really warm clothes. Otherwise I would recomed a visit.",1,train
"Very large beach and lots of people, and pretty girls and boys, possibility to eat on site with street vendors,",0,train
"We booked a tour and the guide very sensibly took us to the wall as the first stop so we were there before the crowds and didn't have to queue for the cable car which took us to tower 14. The cable car gave scenic views over the valley but WOW when you get to the top and see the wall, your jaw just drops in amazement. From tower 14 you can take the gentle slope to the right or the more challenging one to the left. We did a little of both and you would not believe the angle of the wall, how steep it is even on the ""easier"" sections. You can see the wall on many of the surrounding hills and view towers off in the far distance. We went at the end of October and the autumn colours were just stunning. We were also fortunate to have a sunny day and the wall, against the blue sky with the reds, greens and golds of the leaves was just incredible. My husband hadn't really been bothered about going to the wall but he now admits that he was mightily impressed.",0,train
"Great sight, we went inside and it was impressive but I'm not really a fan of ruins so was only in half an hour",0,train
"A quick 10 minute voyage on the ferry gets you to Suomenlinna fortress which is quite big, plenty to see and do and has superb views and photo ops. Rather cold and windy when we went but still very interesting, historical and definitely not to miss.",1,train
The beach is beautiful and the lifeguard towers add a sense of charm and coolness that can't be found anywhere else!,0,train
"This island is located about 15 minute boat ride from the downtown waterfront area of Helsinki (3.50 Euro each way). It's a UNESCO World Heritage Site and is a nice historic open air museum. I would allow at least 4 hours to look around. The entry is free, but if you want to visit some of the museums, they all require an additional fee. I would have rated it higher but we were there on Summer Solstice holiday and was told that it was open, which it was, but none of the restaurants or cafes were! Most of the shops were also closed so I don't feel we really got the entire experience of the visit. Thankfully there was a little grocery store where we could get some food for a picnic lunch.",1,train
It's simply come and see people around and drink local beer and you will feel happy.  Drinks and Foods are cheap,0,train
"You will read everywhere that this is must of the beautiful squares of the world. For me is simply ugly and decadent. I visited in 2009 for the first time and it was horribly full of people and doves flying over you all the time. If you walk around you can see how dirty and smelly everything is. Also, the buildings are just falling pin pieces.",0,train
"The Hagia Sophia is at the cross roads of East and West, Islam and Christianity.  There are layers upon layers of unbelievable stories and incredible beauty.  From 11th century Viking graffiti to priceless mosaics to the largest Islamic calligraphy in the world, this place is absolutely unique.",0,train
"Pulsating with life and colour. Vibrant and fun. Simply the best place to be  Cheap eats,  abundance of shopping and places to eat.",0,train
"Warm sun, come on and feel the greatness that is florida. Me and my family loved Miami south beach and we hope that you do too.",0,train
…The quintessential image of a mountain lake is Lucerne…and the ride by ferry from Flüelen in the east to Lucerne in the west could not be made better…   The boat ‘wanders’ from quay to quay…stopping to pick up passengers and let them off.  How else could you experience this region better than to see it under the blue sky and sun.  To ride along the water without and incumbrance and to burn the image of the lake…,1,train
"The homes in Petite France are straight from a fairytale and are absolutely beautiful! I got up around 7 on a sunny morning and had the opportunity to take pictures here without any tourists around. This is a perfect location for taking pictures, and getting lost in tranquil thoughts!",0,train
"Outstanding attraction have to see it to believe it. Fountain show out of this world, for a fee you can take a boat on the lake and watch the fountain and light show amazing",0,train
"So much history. Who knew this place served as a barn for livestock in the Middle Ages or that 500,000 to 1 million people died during the Roman games that took place over the course of many years? Very cool and worth the price or admission without question!",0,train
Visited this area several times as it is a large square and intersected many of our walks.  Most fun was the night with the lights and music.  We just sat had a few drinks and light dinner.  Beautiful!,0,train
